<?xml version="1.0" encoding="UTF-8"?>being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 being 	 42 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 were 	 34 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 was 	 30 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 in 	 27 
 , 	 25 
 , 	 25 
 , 	 25 
 they 	 25 
 , 	 25 
 , 	 25 
 , 	 25 
 , 	 25 
 , 	 25 
 they 	 25 
 they 	 25 
 they 	 25 
 , 	 25 
 , 	 25 
 they 	 25 
 , 	 25 
 they 	 25 
 they 	 25 
 , 	 25 
 they 	 25 
 , 	 25 
 they 	 25 
 they 	 25 
 , 	 25 
 , 	 25 
 they 	 25 
 they 	 25 
 they 	 25 
 , 	 25 
 , 	 25 
 they 	 25 
 they 	 25 
 , 	 25 
 they 	 25 
 they 	 25 
 , 	 25 
 they 	 25 
 , 	 25 
 they 	 25 
 , 	 25 
 they 	 25 
 , 	 25 
 they 	 25 
 they 	 25 
 they 	 25 
 they 	 25 
 they 	 25 
 , 	 25 
 , 	 25 
 , 	 25 
 . 	 17 
 . 	 17 
 . 	 17 
 . 	 17 
 . 	 17 
 . 	 17 
 . 	 17 
 . 	 17 
 . 	 17 
 . 	 17 
 . 	 17 
 . 	 17 
 . 	 17 
 . 	 17 
 . 	 17 
 . 	 17 
 . 	 17 
 regularly 	 15 
 regularly 	 15 
 regularly 	 15 
 regularly 	 15 
 regularly 	 15 
 regularly 	 15 
 regularly 	 15 
 regularly 	 15 
 regularly 	 15 
 regularly 	 15 
 regularly 	 15 
 regularly 	 15 
 regularly 	 15 
 regularly 	 15 
 regularly 	 15 
 gay 	 14 
 she 	 14 
 she 	 14 
 she 	 14 
 gay 	 14 
 she 	 14 
 gay 	 14 
 gay 	 14 
 gay 	 14 
 gay 	 14 
 gay 	 14 
 gay 	 14 
 she 	 14 
 gay 	 14 
 she 	 14 
 gay 	 14 
 she 	 14 
 she 	 14 
 gay 	 14 
 gay 	 14 
 she 	 14 
 gay 	 14 
 she 	 14 
 she 	 14 
 she 	 14 
 gay 	 14 
 she 	 14 
 she 	 14 
 and 	 12 
 and 	 12 
 and 	 12 
 ways 	 12 
 and 	 12 
 and 	 12 
 and 	 12 
 and 	 12 
 ways 	 12 
 ways 	 12 
 ways 	 12 
 and 	 12 
 and 	 12 
 ways 	 12 
 ways 	 12 
